XFOIL         Version 6.96

Calculated polar for: NACA 4412

1 1 Reynolds number fixed          Mach number fixed

xtrf =   1.000 (top)        1.000 (bottom)
Mach =   0.000     Re =     0.050 e 6     Ncrit =   9.000

alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
15.000   1.6585   0.03899   0.03332  -0.0474   0.0209   1.0000
15.250   1.6638   0.04096   0.03533  -0.0466   0.0198   1.0000
15.500   1.6661   0.04330   0.03772  -0.0458   0.0187   1.0000
15.750   1.6666   0.04589   0.04037  -0.0451   0.0179   1.0000
16.000   1.6698   0.04827   0.04284  -0.0447   0.0171   1.0000
16.250   1.6706   0.05099   0.04562  -0.0443   0.0164   1.0000
16.500   1.6692   0.05402   0.04871  -0.0440   0.0157   1.0000
16.750   1.6638   0.05759   0.05235  -0.0439   0.0151   1.0000
17.000   1.6605   0.06101   0.05587  -0.0439   0.0146   1.0000
17.250   1.6584   0.06435   0.05931  -0.0441   0.0142   1.0000
17.500   1.6548   0.06793   0.06298  -0.0444   0.0138   1.0000
17.750   1.6497   0.07175   0.06689  -0.0448   0.0134   1.0000
18.000   1.6430   0.07583   0.07106  -0.0453   0.0131   1.0000
18.250   1.6346   0.08024   0.07555  -0.0461   0.0128   1.0000
18.500   1.6237   0.08507   0.08047  -0.0470   0.0124   1.0000
18.750   1.6097   0.09040   0.08590  -0.0482   0.0121   1.0000
